auteur,references
 V.I. Man'ko,"[9308118, 9503004]"
 S. Solimeno,[9308118]
 R. Parthasarathy,[9308119]
 K.S. Viswanathan,"[9308119, 9412157, 9512170, 9609225, 2132, 203071]"
I.V. Volovich,"[9308119, 9609225, 9802091, 9803028, 9803174, 9804182, 9905035, 9907114, 2132]"
Christof Schmidhuber,"[9308121, 9412051, 9506118, 9601003, 9701113, 9707225, 9803152, 9912155, 9912156, 5248, 11065, 104131, 207203]"
 Caltech Ph.D. thesis,[9308121]
S. Hosono,"[9308122, 9403096, 9406055, 9602147, 9901151, 7071]"
 A. Klemm,"[9308122, 9403096, 9406055, 9508155, 9605154, 9805189, 9903053, 12213]"
 S. Theisen,"[9308122, 9406055, 9411048, 9412158, 9510129, 9606049, 9611222, 9704044, 9705232, 9709010, 9710247, 9711104, 9910267, 9912144, 12080, 108135, 210007]"
Weidong Zhao,"[9308123, 9401038]"
 C. Kounnas,"[9308124, 9312143, 9404114, 9410212, 9605011, 9606087, 9608034, 9901117, 9901123, 204201]"
D. Lust,"[9308124, 9312143, 9703007, 9705174, 9802193, 9807008, 9908155, 9912065, 302221]"
 J.-G. Demers,[9308127]
I. Sachs,"[9308130, 9310085, 9611118, 9804173, 6122, 9155, 10045, 104218, 208217]"
 A. Wipf,"[9308130, 9403018, 9802191, 1175]"
 S. Foerste,"[9308131, 9312167, 9403179]"
Jaap Kalkman,"[9308132, 9407115]"
Vladimir Kazakov,"[9308135, 12228, 101011, 104094]"
S.L. Adler,"[9308136, 9404134, 9405054, 9609012]"
 G.V. Bhanot,[9308136]
 J.D. Weckel,[9308136]
V.G. Kac,"[9308137, 9902029]"
J.W. van de Leur,[9308137]
C. De Concini,[9308138]
 Victor G. Kac,[9308138]
C. Procesi,[9308138]
Leonard Susskind,"[9308139, 9309145, 9405103, 9502069, 9511116, 9511227, 9604042, 9611164, 9702101, 9704080, 9709108, 9901079, 9908056, 9909013, 2044, 6192, 12037, 104180, 107200, 112204, 204027, 302219]"
Donald Marolf,"[9308141, 9308150, 9403112, 9606113, 9610171, 9705063, 9805121, 9805207, 9808081, 9903213, 9912184, 5146, 6117, 7171, 102135, 103098, 105298, 112137, 201255, 202091, 208197, 210309, 303044, 303209]"
S. De Leo,"[9308142, 9401009, 9905123, 9905124, 9905125]"
P. Rotelli,"[9308142, 9401009]"
J.C.Eilbeck,[9308143]
 V.Z.Enol'skii,[9308143]
D.V.Leykin,[9308143]
K.-H. Rehren,"[9308144, 9308145, 3120]"
R. W. Gebert,"[9308151, 9310139, 9604155]"
Minos Axenides,"[9308152, 9403161, 9409005, 9501132, 9604135, 210091]"
Victor G. Kac,"[9308153, 9312065, 9407057, 9612078]"
A. Radul,[9308153]
H. Gasparakis,[9308156]
A.L.Shelepin (Institute of Physics University of São,[9308157]
Alan Weinstein,[9309006]
C.Gomez,"[9309007, 9312032, 9312177, 9203]"
C.J.Fewster,[9309009]
Gunter Schütz,[9309010]
Rolf Tarrach,"[9309013, 9502020]"
I.L. Egusquiza,"[9309016, 9505029, 9611143]"
John Palmer,"[9309017, 9403023]"
 Morris Beatty,[9309017]
Nicholas Dorey,"[9309018, 9410140]"
 James Hughes,[9309018]
Michael P. Mattis,"[9309018, 9905209, 9910118]"
M Gasperini,[9309023]
G Veneziano,[9309023]
Anna Beliakova,[9309024]
Alexei Morozov,"[9309026, 9409093, 304178]"
Luc Vinet,"[9309026, 9405142, 9407132, 9409093]"
Vassilios Kovanis,[9309032]
H. W. Braden,"[9309033, 9312031, 9411240, 9603178, 9804204, 103204, 105169]"
Takashi Suzuki,"[9309033, 9312031, 9312079, 9410088, 9611181]"
Shoichi Ichinose,"[9309035, 9509073, 9609013, 9609014, 9610136, 9702003, 9801056, 9802043, 9803238, 9810256, 9811094, 9908156, 9911079, 3275, 8245, 12255, 103211, 107254, 206187, 301166, 302029]"
 P. P. Kulish,[9309036]
F. Ródenas,[9309036]
 R. Pettorini,[9309037]
G.A. Vilkovisky,[9309037]
B. Enriquez,"[9309038, 9311161, 9402145, 9502022]"
 A. Orlov,[9309038]
V. Rubtsov,"[9309038, 103004, 111066]"
 L. Alvarez-Gaume,"[9309039, 9406206, 9410237, 9507112, 9510028]"
Y. Lozano,"[9309039, 9406206, 9410237, 9503045, 9607051, 9610024]"
Suresh Govindarajan,"[9309040, 9405146, 9405186, 9412078, 9504003, 9703170, 9705113]"
Varghese John,"[9309040, 9503091]"
J. S. Dowker,"[9309043, 9401068]"
D.Z. Freedman,"[9309045, 9804101, 9904017, 9906194]"
 P.E. Haagensen,"[9309045, 9404080, 9405028, 9411122]"
 K. Johnson,[9309045]
R. MacKenzie,"[9309047, 9405027, 9503044, 9512072, 301188]"
 P.K. Panigrahi,"[9309047, 9512072]"
S. Sakhi,[9309047]
J.Gomis,"[9309048, 9412171]"
 J.Herrero,[9309048]
 K.Kamimura,"[9309048, 9509012, 9603144, 9612042]"
J.Roca,"[9309048, 9504071]"
Andreas Albrecht,"[9309051, 9402062, 9404066, 211221]"
H. Nicolai (Hamburg University),"[9309052, 9412002, 9412072]"
Bernhard Drabant,"[9309053, 9409136]"
 Wolfgang Weich,[9309053]
J.M. Prats,[9309054]
M.G. Schmidt,[9309055]
C. Schubert,[9309055]
Sonia Stanciu,"[9309058, 9402056, 9511229, 9605111, 9708166, 9805006, 9901122, 6145, 111221, 112130, 303212]"
Ali Mostafazadeh (Dep. of Physics,[9309059]
 U. Texas at Austin,[9309059]
 Texas),[9309059]
Ali Mostafazadeh,"[9309060, 9309061, 9405048, 9410180, 9506153, 9508041, 9508061, 9508106, 9602095, 9603163, 9606053, 9608051, 112069, 303094]"
Arno Bohm,"[9309060, 9705042]"
 Louis H. Kauffman,"[9309063, 9309102, 9409167]"
 David N. Yetter,"[9309063, 9309102, 9409167]"
L.Chandar,"[9309065, 9402128, 9404193]"
E.Ercolessi,[9309065]
H. Kawabe,[9309069]
 T. Kobayashi,[9309069]
N. Ohtsubo,[9309069]
Wen-Jui Huang,"[9309070, 9310192, 9404179, 9405111, 9408130, 9410156, 9605205]"
Kuo-Cheng Lee,[9309073]
Su-Long Nyeo,[9309073]
Anne Taormina,"[9309074, 9911007, 106235, 203098]"
Fay Dowker,"[9309075, 9312172, 9507143, 9702109]"
 Jerome P. Gauntlett,"[9309075, 9312172, 11190]"
 David A. Kastor,"[9309075, 9604179]"
Apoorva Patel,[9309077]
V. Preuss,[9309079]
J.-G. Demers,"[9309081, 9511147]"
 Raimund Varnhagen,[9309083]
Dennis Bonatsos,"[9309088, 9402099, 9411218, 9510158, 9512083, 9909002]"
 C. Daskaloyannis,"[9309088, 9402014, 9402099, 9411218, 9510158, 9512083, 9909002]"
K. Kokkotas,[9309088]
H. Arodz,"[9309089, 9501073, 9502018, 9503001, 9703168]"
J.O. Madsen,"[9309090, 9403012, 9503042, 9510061, 9802201]"
M. Sakamoto,"[9309090, 9409123, 9912229]"
P.S. Aspinwall,"[9309097, 9404151, 9406032]"
 B.R. Greene,[9309097]
D.R. Morrison,"[9309097, 9404151, 9406032]"
A. P. de Almeida,[9309098]
 F. T. Brandt,"[9309098, 208121]"
Zbigniew Hasiewicz,"[9309099, 9901116]"
 Przemysław Siemion,[9309099]
Pijush K. Ghosh,"[9309104, 9310096, 9404015, 9407150, 9503199, 9507015, 9601009, 9603122, 9701132, 7208, 9055, 12058]"
 I. I. Kogan,"[9309106, 9610057, 9809033, 9902058]"
A. M. Polyakov,"[9309106, 9401069, 204051]"
S. Kachru,"[9309110, 9508155, 9511228, 9605036, 9712223, 205108, 205209]"
K. Landsteiner,"[9309111, 9412198, 9606146, 9908010, 9911124, 303054]"
Ph. Blanchard,"[9309112, 9309113, 9311090, 9409189]"
A. Jadczyk,"[9309112, 9309113, 9311090, 9406204, 9407157, 9408021, 9409189]"
T. Oota,"[9309117, 9506078, 9608064, 206123]"
 T. Kojima,"[9309118, 9411112]"
Y.-H. Quano,"[9309118, 9312208]"
J. A. Minahan,"[9309119, 9707149, 9710146, 9802168, 9805104, 212208]"
A. P. Polychronakos,[9309119]
 C. Montonen,"[9309120, 9309122]"
T. Fukui,"[9309121, 9309153, 9312098]"
 J.L. Lucio M.,[9309122]
 H. Perez Rojas,[9309122]
 M. Vargas,[9309122]
Wei Chen (UNC-CH),[9309123]
Chigak Itoi (Nihon U),"[9309123, 9404107]"
Jean-Rene Cudell,[9309126]
Koji Harada,"[9309128, 9502102, 9603177, 9610020, 9903197]"
 Takanori Sugihara,[9309128]
 Masa-aki Taniguchi,[9309128]
Masanobu Yahiro,"[9309128, 9402092, 9512208, 9805049, 204066, 206128, 211112]"
 Euro Spallucci,"[9309129, 205028, 206056]"
Uwe Ritschel,[9309130]
C. Aragone P. J. Arias,[9309131]
C. Aragone,"[9309132, 9309149, 9611089]"
 P. J. Arias,[9309132]
 W.A. Sabra,"[9309133, 9310008, 9312122, 9405031]"
S. Thomas,"[9309133, 9310008, 9312122, 9405031, 9405198, 9407049, 9407163, 9408171, 9602132, 9604157, 9608073]"
 Eckhard Meinrenken,[9309134]
N.Yu Reshetikhin,[9309135]
 H.Saleur,[9309135]
 Pablo Mora,"[9309136, 9404169]"
 T. Nakanishi,[9309137]
Oscar Diego,"[9309139, 9310079, 9410196, 9510012, 9706011]"
Jose Gonzalez,[9309139]
 S. Cecotti,[9309140]
 H. Ooguri,"[9309140, 9905111]"
 C. Vafa,"[9309140, 9505162, 9606122, 9612052, 9802168, 9902098, 9906070, 103067, 110028, 211017]"
Gregory Pelts,"[9309141, 9406022, 9501082]"
A. Candiello,"[9309143, 9401082, 9404095]"
K. Lechner,"[9309143, 9404095, 9603093, 9603094, 9906079, 7076, 10291, 107061]"
P. G. O. Freund,[9309144]
 Pio J. Arias,[9309149]
K.-I. Izawa,"[9309150, 9410111, 9910133, 8111, 106101, 108224]"
 R. Gonzalez Felipe,"[9309151, 9405170, 9601119, 9709039, 10129]"
D. Louis Martinez,"[9309151, 9601119]"
 Joseph Polchinski,"[9309152, 9506138, 9601038, 9605184, 9703031, 106014, 201029]"
 S.H. Shenker,"[9309152, 9610043]"
 and,"[9309152, 9310109, 9605168, 9608004, 9608059, 9708062, 9709072, 9805156, 9809188, 9908031, 9912272, 1060, 107060, 202024, 210102, 210284, 211095, 211264]"
F. Belgiorno,[9309156]
A.S. Cattaneo,[9309156]
H. Hüffel (Inst. für Theor. Phys.,[9309158]
 Univ. Wien),[9309158]
H. Nakazato,[9309158]
Ursula Carow-Watamura,"[9309160, 9409040, 9605003, 9801195]"
A.P. Demichev,"[9310001, 9310093]"
Andrew Toon,[9310003]
J.A. Mulvey,[9310005]
A.Nersessian,"[9310013, 9704182, 9811110, 9904192, 9911020, 9912061, 9216]"
 E. Ercolessi,"[9310015, 9403067, 9408047, 9411164, 9507147, 9507148, 9510217]"
 M. Faux,"[9310017, 9310033, 9310143, 9406179, 9407063, 9407164, 9512143, 9612203, 9710212, 9801200]"
Mikhail A. Vasiliev,[9310018]
Marco Billo',"[9310019, 9902196, 9905157, 9908029, 9908030]"
T. Kobayashi,"[9310023, 1219]"
F. Ferrari,"[9310024, 9310102, 9409127, 9501125, 9701133]"
Dongsu Bak,"[9310025, 9402049, 9402057, 9403104, 9507126, 9705059, 9706102, 9708149, 9806149, 9808001, 9808144, 9811008, 9901107, 9902101, 9902173, 9906119, 9907090, 9909035, 9910135, 9912083, 5253, 6087, 7107, 8204, 11099, 11244, 102137, 102188, 108207, 110039, 112034, 204033, 204221, 205265, 206185, 208046, 211073, 304129]"
P. Maslanka,"[9310027, 9311044, 9311118, 11053, 108227]"
D. R. T. Jones,[9310029]
Michel Bauer,"[9310030, 9505144, 9506141, 9612210, 210015, 301064]"
C. M. Bender,[9310031]
 A. Duncan,[9310031]
H. F. Jones,"[9310031, 5069, 8069]"
Peter E. Haagensen,"[9310032, 9408050, 9408164, 9511226, 9702204, 9704157, 9705105, 9708110]"
 Yuri Kubyshin,"[9310032, 9408050, 9512086, 9601112]"
 Jose I. Latorre,[9310032]
Enrique Moreno,"[9310032, 9601112]"
Julie Blum,[9310035]
Jeffrey A. Harvey,"[9310035, 9411097, 9603086, 9609017, 9610237, 9611176, 9706039, 9807213, 9809122, 1143, 2117, 5031, 7037, 8064, 9030, 10060, 105242, 111154]"
Min-Ho Lee,"[9310036, 9602129, 9603055, 9603072, 9604130]"
 Hyeong-Chan Kim,"[9310036, 9603072]"
Jae Kwan Kim,"[9310036, 9410182, 9509068, 9511003, 9603055, 9604130, 9611179]"
H. Römer,"[9310037, 9406165]"
R. Fiore,"[9310039, 9405127, 9603019]"
 D. Galeazzi,[9310039]
 L. Masperi,[9310039]
A. Megevand,[9310039]
R. D. Ball,"[9310042, 9404155, 9404156, 9411122]"
R. S. Thorne,"[9310042, 9404155, 9404156]"
N. Banerjee,"[9310043, 9310044, 9403069, 9412022, 9511212]"
 Subir Ghosh,"[9310043, 9310044]"
 R. Banerjee,"[9310043, 9403069, 9707204, 9808003]"
R. Banerjee,"[9310044, 9504066, 9504067, 9504130, 9509133, 9511212, 9605226, 9606021, 9607199, 9610240, 9611077, 9701080, 9704176, 9707100, 9709105, 9710060, 9805109, 9808104, 9904203, 9905082, 9906072, 9907217, 9909039, 1087]"
Osmo Pekonen,[9310045]
Youngjai Kiem,"[9310047, 9407100, 9502074, 9504021, 9601166, 9610008, 9611178, 9703044, 9705065, 9805136, 9806182, 9809174, 9810205, 3145, 8002, 11019, 11119, 11233, 102160, 107106, 112176, 205279, 211217]"
Jacobus Verbaarschot,"[9310049, 9401059, 9401092, 9402008, 9405006]"
T.Gisiger,[9310050]
Subhashis Nag,[9310051]
M. Cassandro,[9310052]
P. K. Mitter,[9310052]
G.Marmo,"[9310053, 9605191]"
 P. Vitale,"[9310053, 7093, 112092]"
F.Zaccaria,[9310053]
J. Mund,[9310054]
R. Schrader,[9310054]
H. Cateau,[9310056]
 Y. Matsuo,"[9310056, 9404041, 9405093, 9411053, 9503028, 9503043, 9512065, 9706002, 9707200, 9802164, 10101, 211131, 304005]"
M. Umeki,[9310056]
B. Schroer,"[9310057, 9410085, 9608083, 9608092, 9702145, 9812251, 9901031]"
 Tomoki Nakanishi,[9310060]
Junji Suzuki,"[9310060, 9405201, 9406180, 9408135, 9506167]"
J. J. van der Bij,[9310064]
Aurelian Isar,"[9310065, 9404129]"
Marco Matone,"[9310066, 9310149, 9506102, 9606063, 9610204, 9705108, 9711028, 9801033, 9809125, 9809126, 9809127, 9909201, 5274, 9174, 103246, 105041, 206104, 212253, 212260]"
K. S. Ahluwalia,[9310068]
L. D. Faddeev,"[9310070, 9402070, 9404013, 9710039, 201049]"
 R. M. Kashaev,[9310070]
F. Combes,[9310073]
 H.J. de Vega,"[9310073, 9407117, 9412052]"
N. Sánchez,"[9310073, 9312115, 9406029, 9504098, 9803038, 9805173, 1180, 103044]"
Sh.M. Shvartsman (Institute of Physics University of,"[9310074, 9310142]"
E. Hsu,[9310075]
Hiroaki Kanno,"[9310076, 9405049, 9502029, 9511125, 9806015, 5008, 108226, 111198, 208139]"
Susumu Ariki,[9310078]
 Tomohide Terasoma,[9310078]
Hirofumi Yamada,"[9310078, 9604081, 9704001]"
F. Brandt,[9310080]
Eli J. Mlawer,[9310082]
Alexander Kirillov Jr,"[9310083, 9312101, 9312103, 9407047]"
M.A.Olshanetsky,"[9310084, 201164]"
V.-B.K.Rogov,[9310084]
F. W. Nijhoff,[9310091]
 Yu.A. Kubyshin,"[9310093, 102011, 102054]"
J.I. Pérez Cadenas,[9310093]
K. T. Mahanthappa,"[9310094, 9503096]"
Mathias Pillin (Max-Planck-Institut fuer Physik,[9310097]
Steven S. Gubser,"[9310098, 9407014, 9608108, 9704195, 9706100, 9708005, 9803023, 9807164, 9808075, 9902195, 9903132, 9908004, 9910117, 9912001, 6119, 9126, 9140, 11127, 12155, 108205, 108239, 110193, 201114, 206098, 210093, 212138, 301002]"
Q. Liu,[9310099]
Chryssomalis Chryssomalakos,"[9310100, 102134]"
 Peter Schupp,"[9310100, 9401141, 9508047, 9605133, 1032, 1203, 5005, 6246, 9230, 12225, 102129, 104153, 106110, 205214, 206101, 302175]"
Paul Watts,"[9310100, 9402134, 9911026, 3234]"
 J. Sobczyk,[9310102]
 W. Urbanik,[9310102]
Avinash Khare (Institute of Physics,"[9310103, 9310104]"
 Bhubaneswar,"[9310103, 9310104, 9806183, 4007, 11206]"
 India),"[9310103, 9310104, 9701050, 9705196, 9806183, 9808040, 9902146, 9904006, 9904084, 9906158, 9912245, 3128, 4007, 7230, 101019, 103025, 103140, 106164, 108105, 111253, 203224, 209073, 211159]"
Rajat K.,"[9310103, 9310104]"
J. Law,[9310106]
 Avinash Khare,"[9310106, 9311011, 9405029, 9407150, 9505042, 9508022, 9510054]"
 R.K. Bhaduri,[9310106]
Akira Suzuki,[9310106]
R.Parthasarathy (The Institute of Mathematical Sciences,[9310107]
 Madras,[9310107]
Salvatore De Martino,[9310109]
 Silvio De Siena,[9310109]
 Fabrizio Illuminati,[9310109]
H.M. Babujian,[9310110]
R. Flume,"[9310110, 9611118, 9611123, 9907120, 110240, 112211, 208176]"
Martin Schaden,"[9310111, 9706222, 9909011, 3030, 108034]"
C. R. Nappi,[9310112]
E. Witten,"[9310112, 9407087, 9408099, 9511154, 9603003, 9606122, 9607091, 9902098, 9906070, 6071]"
R.D. Daniels,[9310114]
G.M. Shore,[9310114]
Jerzy Lukierski,"[9310117, 9312068, 9606170, 9612017, 9811022]"
Henri Ruegg,"[9310117, 9405107, 304245]"
 D. Kastor,[9310118]
 L.A.J. London,[9310118]
 P.K. Townsend,"[9310118, 9801206, 9804177, 12016]"
 J. Traschen,[9310118]
H. Hinrichsen,[9310119]
 P. P. Martin,[9310119]
Michael R. Gallis,[9310120]
B. Machet,[9310127]
Hiromichi Nakazato (Univ. of the Ryukyus,[9310129]
G. Delfino,"[9310130, 9403049, 9409076, 9410117, 9507010, 9603011, 9605065, 9607046, 9709028, 9712111, 9811215, 9903082, 9911192, 2122, 101180, 203063, 209154, 302056]"
Celeghini,[9310132]
 S.De Martino,"[9310132, 9801031]"
 S.De Siena,"[9310132, 9801031]"
 M.Rasetti,"[9310132, 9405139]"
G.Vitiello,"[9310132, 9405139, 9603092]"
Giuseppe Albertini,[9310133]
 Marco Falcioni,[9310136]
 Geoffrey Harris,[9310136]
Enzo Marinari,[9310136]
Geoffrey Harris,[9310137]
 S. Kalyana Rama,"[9310138, 9711003, 9911137]"
 J. A. Teschner,[9310139]
A. Ballesteros,"[9310140, 9402116, 9402127, 9403182, 9404052, 9406098, 9412083]"
 F.J. Herranz,"[9310140, 9402116, 9404052, 9406098, 9412083, 207233]"
 M.A. del Olmo,"[9310140, 9312126, 9402116, 9404052, 9406098, 9412083]"
M. Santander,"[9310140, 9312126, 9402116, 9403182, 9404052, 9406098, 9601032]"
 Luciano Vanzo,"[9310141, 9502006, 9710171, 9804071, 9804072, 9811078]"
Matthias Blau,"[9310144, 9402097, 9407042, 9501075, 9510187, 9510194, 9605095, 9612143, 9706225, 9712047, 9904179, 5098, 6244, 108122, 110242, 201081, 202111, 212135, 304198]"
G. Marmo,"[9310145, 9512020, 102004]"
G. Bhattacharya,[9310146]
 A. Ghosh,"[9310146, 9902190]"
P. Mitra,"[9310146, 9312128, 9411128, 9411236, 9506158, 9509090, 9602057, 9603184, 9609006, 9704201, 9712252, 9807094, 5108, 104186]"
R. Coquereaux,"[9310147, 9310148, 9403142, 301215]"
 R. Haussling,[9310148]
 F. Scheck,[9310148]
D.I.Kazakov,[9310150]
 S.N.Solodukhin,[9310150]
S. V. Kryukov,[9310154]
 Ya. P. Pugay,[9310154]
Y. Kazama,"[9310155, 9310156, 9409179, 3161, 103116, 106218, 107066, 210133]"
D.B.Uglov,[9310158]
V.E.Korepin,"[9310158, 105144]"
Zurab Kakushadze,"[9310160, 9512155, 9512156, 9605221, 9607137, 9607138, 9609027, 9610106, 9701057, 9704059, 9704113, 9705163, 9706051, 9707249, 9709093, 9710149, 9803141, 9803214, 9804092, 9804110, 9804184, 9806008, 9806044, 9806091, 9806143, 9807140, 9807240, 9808019, 9808048, 9809147, 9811193, 9812163, 9902080, 9904007, 9904211, 9905033, 9905137, 9906222, 9908016, 9908039, 9910087, 1212, 5217, 6059, 6215, 8041, 8128, 9022, 9199, 11111, 11245, 12049, 102125, 103031, 109054, 203023, 212101]"
J-P Ader,[9310163]
H.Kachkachi,[9310163]
John W. Barrett,"[9310164, 9311155, 9404124, 9406019]"
Bruce W. Westbury,"[9310164, 9311155, 9404142]"
Jean-Marc DAUL,"[9310165, 9502014]"
Vladimir A.KAZAKOV,[9310165]
H. Arfaei,"[9310169, 9601068, 9608167, 9612056, 9704007, 9709054, 9909167, 9911146, 10244]"
V.Bardek,"[9310171, 9310189]"
 M.Doresic,"[9310171, 9310189]"
S.Meljanac,"[9310171, 9310189, 9404039, 9409163]"
L.C. Biedenharn,"[9310173, 9503138]"
 B. Mueller,[9310173]
Malik Rakhmanov,[9310174]
Lloyd Alty,[9310175]
Andrew Chamblin,"[9310175, 9808177, 9902170, 9904197, 9912166, 2076, 8177, 102159, 107031]"
Yasumasa Imamura,[9310178]
O. Moritsch,"[9310179, 9405133, 9408030, 9409081, 9602152]"
 Gustav W. Delius,"[9310183, 9405138]"
Yao-Zhong,[9310183]
S. Tasaki,[9310186]
 E. Eisenberg,[9310186]
 L. P. Horwitz,[9310186]
Jurg Frohlich,[9310187]
Shinsuke Nishigaki,[9310193]
O. Coussaert,"[9310194, 9407181]"
C.P.Korthals,[9310195]
A. Giaquinto,[9310196]
J. J. Zhang,[9310196]
M. A. van Ejick,[9310199]
 Denjoe O'Connor,"[9310199, 9411226, 9601165, 109084, 204219]"
M. Arik,"[9311002, 9601149, 212127, 212129, 304185]"
V. Gabay,[9311002]
J.R.Reyes Martínez,[9311003]
Tze-Dan Chung,"[9311007, 9410155, 9412095, 9505107]"
F. P. Devecchi,"[9311008, 9411224]"
D.T.Barclay,[9311011]
U.Sukhatme,"[9311011, 9505133]"
D. Serban,"[9311013, 9404050, 9405008, 9508115, 9701189]"
S. Katz,"[9311014, 9406008, 9706110, 212218]"
Krešimir Demeterfi,"[9311015, 9406046]"
 Igor R. Klebanov,"[9311015, 9402113, 9803023, 9140, 108101, 108106, 202150, 202153, 205100, 303076]"
Gyan Bhanot,[9311015]
Oliver Rudolph,[9311018]
 S. Massar,"[9311019, 9506121, 9706030]"
 R. Parentani,"[9311019, 9506121, 9606106, 206149]"
 Ph. Spindel,"[9311019, 9506121, 9706030, 9709142, 9807063, 9911142, 206189, 210128]"
V.V. Mangazeev,[9311020]
 S.M. Sergeev,"[9311020, 9407146]"
 Yu.G. Stroganov,"[9311020, 9504035]"
 L. Dixon,"[9311026, 9611127, 9802162, 9809160, 9809163, 9811140, 9911194, 2078, 12230]"
 D.A. Kosower,[9311026]
O.V.Dodlov,[9311028]
 S.E.Konstein,[9311028]
M.A.Vasiliev,"[9311028, 5136, 104246, 106200, 304020, 304049]"
Mico Durdevic,[9311029]
Milan Mijic,[9311030]
M. Blagojevic,"[9311031, 9601174, 9804197, 9808173, 9809150, 2022, 6031, 6080, 8159]"
M.Blagojevic,[9311032]
T.Vukasinac,[9311032]
Djordje Šijački,[9311033]
L.N. Lipatov,[9311037]
 A. Masiero,[9311038]
 M. Porrati,"[9311038, 9401139, 9406128, 9507064, 9508056, 9610159, 9704163, 9711116, 9810063, 9810126, 9903026, 9909047, 2066, 2190, 3054, 112162, 212181]"
R. Stora,[9311038]
Alexander Varchenko,"[9311040, 9312119, 9402126, 9502165]"
S. Kojima,"[9311045, 9405072, 9505132]"
Y. Tanii,"[9311045, 9311181, 9405072, 9412163, 9505132, 9602141, 9802138, 9808029, 9810148, 9904010, 9910192, 12139, 110222]"
Klaus Lang,[9311046]
 Werner Ruehl,"[9311046, 9803169, 9807194, 9809152, 9811011]"
Shailesh Chandrasekharan,"[9311050, 9610225]"
Anjan Kundu,"[9311051, 9311153, 9311154, 9402101, 9403001, 9406215, 9507087, 9510131, 9607142, 9612046, 9701097, 9708114, 9810220, 9811247, 9909042, 207036, 208147, 303263]"
A.Johansen,"[9311052, 9403017]"
J.L. Matheus-Valle,[9311053]
M.R-Monteiro,"[9311053, 9410144, 9504008]"
José Edelstein,[9311055]
 Carlos Nuñez,[9311055]
Fidel Schaposnik,[9311055]
Ian Affleck,"[9311056, 9611064]"
Jacob Sagi,[9311056]
J.W.Goodison,"[9311057, 9401162, 9410096]"
D.J.Toms,"[9311057, 9401162, 9410096]"
Stefan Boettcher,"[9311060, 9405043]"
A.P.Demichev,[9311061]
K.S.Gupta,"[9311064, 9410216]"
 R.J.Henderson,[9311064]
O.T.Turgut,[9311064]
Gary McCartor,"[9311065, 9406094, 9410197, 9501107, 9609140, 9903017, 9903018, 9910014, 4139, 8040, 303052]"
David G. Robertson,"[9311065, 9405176, 9410240, 9411007, 9501107, 9512135]"
P. Gaete,[9311066]
I. Schmidt,[9311066]
M. Ruiz–Altaba,[9311069]
A.Restuccia,"[9311071, 9410134, 9809008, 205260]"
J. Stephany,"[9311071, 9605074, 205262]"
D. J. Gross,"[9311072, 9511104]"
 W. Taylor,"[9311072, 9712185]"
D. V. Gluschenkov,[9311075]
A. V. Lyakhovskaya,[9311075]
 R. MacKenzie,"[9311076, 9408091]"
 P.K.Panigrahi,[9311076]
R. Ray,"[9311076, 9404014]"
Giovanni Modanese (Center for theoretical physics,[9311078]
 M.I.T.),[9311078]
D.I.Olive,[9311081]
A.Schwimmer,"[9311081, 9404183]"
S.C. Zhao,"[9311084, 9402133]"
A.L.Larsen,[9311085]
Curtis G. Callan,"[9311092, 9402113, 9510134, 9511173, 9602043, 9708147, 9810092, 9902197, 9906153]"
Claudio Emmrich,[9311094]
 Alan Weinstein,[9311094]
Volodimir Lyubashenko,"[9311095, 9405167, 9405168]"
A. Sudbery,[9311095]
P. B. Medvedev,"[9311096, 9401127, 9404068, 9406205, 9804021]"
C.M. Becchi,"[9311097, 9406096, 9510003]"
 R. Collina,"[9311097, 9406096]"
Alan R. Steif,"[9311098, 9504012]"
K. Scharnhorst,"[9311099, 9312137]"
Ki-Myeong Lee,[9311100]
Anuradha Misra,[9311101]
P. Pasanen,[9311102]
J. Gonzalez,[9311105]
 F. Guinea,[9311105]
M. A. H. Vozmediano,[9311105]
S.C.S. Silva,[9311106]
 P.C.R.C. Mello,[9311106]
Shau-Jin Chang,[9311107]
R. Rajaraman,[9311107]
T.Heinzl,[9311108]
E. Werner,[9311108]
Kaupo Palo,[9311110]
A. P. Isaev,"[9311112, 9402024, 9402060, 9403154]"
P. N. Pyatov,"[9311112, 9402070]"
C. D. Fosco,"[9311113, 9505016, 9602130, 9602131, 9602142, 9602143, 9611098, 9704122, 9710091, 9805130, 9912285, 2105, 102088, 110043, 206168, 211151]"
